Titre,URL,Note,Pseudo,Avis
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"1,5",Stephane L,"OK, c'est bien filmé, la musique est bien composée, les acteurs sont top... Mais oui, encore une fois en s'emmerde grave dans ce Nolan, le gros problème c'est qu'au bout d'un moment on s'en fout de sa vie. Et beaucoup, beaucoup trop long. Évidemment les plates-formes surf sur le succès et en profitent pour carrément le vendre 13,50€! Payez vous plutôt un p'tit coup au bar avec vos amis."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"4,5",Martin Rch-Piantino,"Franchement, je crois que j'ai beaucoup aimé, faut le digérer un peu. On nous offre quand même une fresque pleine de tension car on en connaît l'issue, maîtrisée pendant 3h et abordée d'un axe très juste, qui semble impartial. Et quelle tension durant la scène de l'explosion, j'ai eu des frissons quand ils sortent le petit obus, tu te rend compte de ce que les gars avaient dans les mains, c'est poignant. Franchement, c'est sûrement objectivement son meilleur film, le plus maîtrisé, le plus mature et le plus abouti. Et quelles performances de Cillian Murphy enfin dans un grand leading rôle (hors Peaky) tellement mérité, et de Robert Downey Jr.. Foncez celles & ceux qui ne l'ont encore vu!"
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"3,5",Veguisse,"Dans les films américains, on a souvent des explosions, Dans celui sur Opi le sujet est moins la bombe que l'homme lui même. Donc pas d'explosion sur Hiroshima ni Nagasaki mais une réflexion sur cette nouvelle arme vue par le scientifique , le politique, le juridique le militaire.La restitution historique fidèle est instructive mais je me suis un peu perdu dans tous les noms de tous ces scientifiques juristes ou politiques.3h00 sont trop pour moi mais le talent cinématographique du réalisateur sont indéniables.On retrouve quelques habitudes de mises en scènes des films précédents ( style de sonorisation, vibrations, tremblement, filmer l'infiniment grand comme l'infiniment petit des particules)Un film qui rend intelligent sans abuser des supers gentils qui se battent contre les super méchants avec plein d'explosions. Ça fait du bien."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"4,5",Dune : Deuxième Partie,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"4,3",Frères,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"4,3",Amal - Un esprit libre,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"4,3",Il reste encore demain,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"4,3",Une vie,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=41,"4,2",Le Royaume de Kensuke,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,5",Kayvin M,un très bon Nolan. Comme quoi on peut encore faire du ciné sans effets spéciaux numériques. Grosse tension tout au long du film. Et quel casting!!!
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"5,0",Sylvana,"Christopher Nolan a magistralement filmé l'histoire de Robert Oppenheimer. Le contexte scientifique de la mise au point de la bombe atomique, l'anticommunisme viscéral qui a rongé l'Amérique, l'ambiance du projet Manhattan, les rivalités ingrates, et enfin la personnalité touchante du héros, ses contradictions et sa complexité, tous ces éléments font de ce film un chef d'œuvre de finesse et même d'humour. A cela s'ajoutent une bande-son remarquable et des plans magnifiques."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"5,0",Tom Masson,Nolan est fort tres fort il est sortie de sa zone de confort et a pris une histoire plutôt a prendre avec des pincettes et il avait pas le droit a l'erreur.Mais avec tout sa et surtout avec les conflits actuels il a réussi à nous traumatiser avec des scène marquante (ex:la scène où il choisisse où lancer la bombe A).Il y a une intrigues et un suspens ajoutée avec le visuel de Strauss en noir et blanc qui nous montre que depuis le drame au Japon les physiciens on une place importante dans la politique.Ce film est à voir !!
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"0,5",Bistouille,"Bonjour j'écris rarement des critiques... Mais vu les bonnes critiques je voulais donner mon ressenti même si tout le monde s'en fou et le trouvera gogol.... J'ai supporté ce film 58 min et je peux vous dire que j'ai insisté... J'ai trouvé ça relou, musique constante, histoire longuet pour des séquences courtes et entrecoupés... Musique musique elle est insipide en plus.... On dirait une longue publicité avec pleins de détails insignifiant qui obligent a de la concentration a outrance..... Vous pouvez me dire c'est du Nolan ouais mais non c'est chiant là soyons honnête."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"5,0",Nath Visuals,"Christopher Nolan nous prouve une nouvelle fois sa maîtrise sur le bout des doigts du 7eme art. Son dernier film Oppenheimer (que j'ai vu en IMAX 70mm au Grand Rex) est une réel expérience cinématographique à voir absolument au cinéma. Pour son dernier film, Nolan a pris parti de n'utiliser uniquement des effets spéciaux, aucun effet visuel. Cela se ressent énormément dans la gravité de ce qui nous est présenté, devant les débuts de cette arme de destruction massive qui a changé le monde. C'est d'autant plus impressionnant en le voyant en IMAX avec toute la splendeur voulue par son réalisateur. C'est un film grandiose avec un casting incroyable, un récit très prenant mais évidemment complexe. On a énormément de scènes de dialogues, de procès, d'audition autour de ce scientifique qu'est Robert Oppenheimer et il faut suivre. C'est le genre de film où il faudrait un deuxième voir un troisième visionnage pour en savourer pleinement l'œuvre. Cillian Murphy est je dirais ""parfaitement parfait"" pour ce rôle qu'il incarne si bien, on ressent la gravité dans son regard, dans ses expressions, dans son jeu et surtout dans ses mots. Cette gravité et cette prise de conscience de la création d'une arme qui n'aurait jamais dû être créée évoluent tout au long du film en même temps que le tempérament du scientifique qui en découle. Tout cela nous fait à nous spectateurs réfléchir sur cette partie de l'histoire de la seconde guerre mondiale qu'on ne connaît pas forcément."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"2,5",chrisbal,"Trop politique et complexe à mon goût (avec beaucoup trop de personnages), ce biopic de Christopher Nolan reste malgré tout visuellement réussi et magnifiquement porté par la musique de Ludwig Göransson (qui ferait presque oublier Hans Zimmer).Le casting, quant à lui, est impressionnant et sans reproche, mais l'ensemble est trop long et ne m'a vraiment pas captivé..."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,0",Edtrail75,"« Oppenheimer », film de 3 heures : autant prévenir sur la durée du film pour ceux qui seraient réticents. Il n’en demeure pas moins très bon.Biographie de l’auteur de la bombe, sous forme de thriller avec deux grandes lignes directrices : le processus de fabrication de la bombe, et l’inquisition du McCarthysme dont a fait les frais Oppenheimer.Bien que les sujets abordés puissent paraître arides au premier abord, Christopher Nolan a su vulgariser les sujets abordés, pour en faire un film accessible au plus grand nombre : 3 heures de film dont on ne voit pas le temps passer, sans longueurs particulières. La narration est excellente, à défaut d’un formalisme toutefois un peu convenu, qui malheureusement ne réinvente rien au genre.On passe donc un très bon moment de cinéma, sans pour autant que cela soit le chef d’œuvre attendu."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,0",Le Rabzz,"Un très grand film que nous livre une fois de plus Christopher Nolan, je n'ai pas vue les 3h passées, je me suis pas ennuyé une seule seconde. Le casting est phénoménal, les performances de Cillian Murphy et de Robert Downey Jr sont exceptionnels."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,5",Laurent G,"Le récit se perd dans la confrontation entre Robert Oppenheimer (Cillian Murphy) et le manœuvrier Lewis Strauss, président de la Commission à l'énergie atomique magnifiquement incarné par Robert Downey. Mais la narration converge vers un parallèle fulgurant entre le comportement des atomes et l’évolution des évènements depuis l’acte fondateur que fut la première explosion cataclysmique dans le désert de Los Alamos.La notion de fidélité et de trahison, d’engagement moral et d’aveuglement collectif est au coeur de l’œuvre. On y dénonce la manipulation des politiques et des militaires, à l’opposé de cette solidarité inhérente à ces chercheurs engagés dans leur course spirituelle et commune vers la maîtrise et le savoir, alors que les plus éminents sont souvent des loups solitaires avec leur propre vision du monde. Et au bout du compte ces Prométhée modernes que furent les membres du projet Manhattan ont plongé l’humanité non pas dans l’âge d’or du démiurge mais dans celle du destructeur du monde qu’énonçait déjà le Bhagavad Gita voici vingt-cinq sièclesIl ne faut pas tout croire (Oppenheimer aurait failli tuer Niels Bohr ?!) et écouter les explications du scénariste Christopher Nolan sur la physique d’une oreille discrète (il inverse attraction et répulsion à l’origine de notre apparente matérialité lors de l’échange entre Robert et Katherine) mais la mise en scène est somptueuse, le rendu des démons intérieurs de Robert, ses tourments intellectuels et humanistes sont très évocateurs.Et l’essentiel est présent. Il conduit à nous interroger sur cette course mortelle à la bombe et à ses vecteurs, qui va bien au-delà de la simple mort inévitable des individus mais renvoie surtout au questionnement d’Enrico Fermi pourquoi les cieux sont-ils si vides ?"
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,0",khesanh76,"Pas facile de résumer la vie de ce type...Ce film est assez fouillé et demande quand même quelques notions de physique nucléaire, dont la fameuse ""réaction en chaîne""...Il a été assez lucide pour voir que les recherches nucléaires allaient lancer une véritable course à l'armement. Qu'il a essayé de contrer en demandant que ces recherches sont mises en commun. Il a eu le droit de rêver !Mais ce film montre bien que l'humanité a bien mis le doigt dans un engrenage qui pourrait s'avérer fatal.."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,0",Christ77,Casting implacable. Super réalisation. Je n'ai pas vu le temps passer. Passionnant biopic qui reconstitue des faits qui a marqué l'histoire à jamais. Mais cette musique tout au long du film qui est la marque de fabrique de C.Nolan est insupportable ! Ça gâche tellement de moments d'émotions qui serait bien plus fort sans! Il en faut dans un film mais pas tout le long. Ce n'est que mon avis. J'y ai appris beaucoup de chose sur cette période encore une fois. Il faut s'accrocher sur la narration parfois un peu longue mais tout va se comprendre à un moment donné. Revoir des beaux films de 3h ça manquait…! Allez y
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,0",Jean d&#039;O,"Fascinant, captivant, Oppenheimer est sans nul doute un film très maîtrisé que ce soit dans sa mise en scène, le jeu des acteurs, l'ambiance lumineuse et sonore... on regrette en revanche un film trop long et quelques artifices de montage superflus."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"5,0",Laet64,Je n ai pas vu le temps passerTrès beau film historique à voirMes enfants 14 et 16 ans ont beaucoup aimés
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,5",Dune : Deuxième Partie,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,3",Frères,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,3",Amal - Un esprit libre,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,3",Il reste encore demain,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,3",Une vie,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=42,"4,2",Le Royaume de Kensuke,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"1,0",mofiti,Grosse daube américaine à musique omniprésente et parfois aussi assourdissante qu'inutile.Narration inutilement complexe. Gros effets visuels et sonores. Personnages schématiques.Sans grand intérêt.
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"0,5",antipodes88,Même en VO c’était imbouffable. J’imagine doublé… si on vous y traîne un bon conseil : boules quiès et qu’on vous réveille quand c’est (enfin) terminé !
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"0,5",ikaly,"Long très long, je n'ai pas aimé ce film, les acteurs font leur job, la musique aussi, mais l'histoire pfffiou qu'elle reste dans un livre c'est suffisant."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,5",Relonnor,"Très complet, tant sur le plan scientifique que politique. La narration est très particulière car plusieurs chronologies s'entrecroisent. Mais c'est très maîtrisé. Le film reflète fort bien les motivations puis les angoisses de ce physicien qui a contribué à un tournant de l'histoire. Nolan nous aide à ressentir celles-ci, pas seulement à les regarder. Les 3 heures ne sont pas de trop, vu ce qu'il y a à en dire. Cillian Murphy, Robert Downey Jr et la distribution s'illustrent aussi dans ce film."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"1,5",Fabrice,"Je ne comprend pas cette note moyenne si élevée des spectateurs. Je l'inscrit sur la réputation de Mr Nolan. Au bout d'une heure je me dis que la deuxième sera plus dans l'action, pareille au bout de deux heures, hélas rien. Finalement, beaucoup de dialogues, peu d'action. Je note 4 un film que j'irai revoir aussitôt et je ne suis pas certain que cela soit le cas des critiques. Je ne m'infligerai pas cette punition à nouveau."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"5,0",Fryzer,"Bouche bée, c'est le mot. Je ne réalise toujours pas que Nolan nous a sorti le film ultime de sa filmographie en mettant en œuvre l'histoire de J.Robert Oppenheimer, un biopic maitrisé avec brio. Tout est incroyable, la réalisation est époustouflante et chaque acteurs jouent son rôle à la perfection, le film passe à une vitesse folle, je ne voulais plus que ça s'arrête. Merci Cillian Murphy d'avoir pris ce rôle et le perfectionner à son meilleur niveau., j'espère un oscar pour lui. Un des meilleurs films de Christopher Nolan, hâte de retourner le voir pour assimiler encore mieux le film."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"3,5",Zoltan C,"Les deux premières heures sont correctes, bien qu'il y ait un usage inexplicable du noir et blanc et de gros trous qui rendent l'histoire comme une enfilade de faits divers durant la dernière heure, insipide détaillée inutilement.La bande son est plus grande que le film lui-même.Les acteurs sont tous crédibles ou presque dans le sens que Oppenheimer lui-même était incohérent dès qu'il sortait du domaine du technique malgré son bagage. Ce film ne vaut pas le surcoût à la caisse, d'autant que certains cinéma clouent la clientèle durant 3h dans un siège sans pose. Le revoir tient donc plus de masochisme que de la raison."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"2,0",Eric T,"Nolan nous propose encore un film lourd avec des plans parfois inutiles, des flashbacks sans fil conducteur à l'image de cette 1ere heure absolument indigeste.S'en suit la création de la bombe dans un style plus épuré et limpide, le meilleur passage.Puis on repart sur cette chasse aux sorcières avec l'évocation de centaines de nom de personnages qui nous perdent durant ce long procès soporifique à la parlote sans fin. Sur Oppenheimer et la bombe, Les Maîtres de l'Ombre était beaucoup plus intéressant.Décidément, Nolan et moi, cela ne passe pas..."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,5",Bounty,"4,5/5 juste pour la 1ere demi heure où plusieurs époques se chevauchent, on ne peut les remettre dans le bon ordre qu'à la fin. Sinon c'est un film magnifique extrêmement bien joué. 
spoiler: 
La scène de l'essai est mémorable, le silence montre toute la puissance de l'instant.
C'est encore une fois un très grand Nolan !"
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"1,0",Joelfarineau,"Un film pour les insomniaques, je n'ai pas réussi à aller jusqu'au bout. c'est fatigant, ennuyeux ; du mauvais cinéma qui se veut intellectuel avec des prises de positions politiques, comme si on ne savait pas que les USA avaient fait la chasse aux sorcières en ce temps là. Bref, on s'ennuie ferme, des allers/retours dans le temps qui ne font qu'alourdir ce pauvre film.Allez, on oublie vite ce navet"
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,0",Lorie,"Excellent film, d'une réalisation rare et des jeux d'effets laissant deviner l'état psychologique du personnage principal. Subtile et intelligent ! Par contre gros point NOIR pour les scènes X qui surgissent sans prévenir et qui sont presque inévitables ! Je suis déçu que de si bon films soient souvent gâchés par de telles scènes qui en plus n'apportent absolument rien à l'histoire ! La liaison entre les deux personnages étaient évidente et claire, il n'était pas obligé d'en montrer les coulisses indiscrètes et même vulgaires. C'est la raison pour laquelle je retire une étoile."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"5,0",Blainn,"J'ai été voir ce film sans aucune attente, sans avoir regarder d'éventuelles critiques de la presse et même sans regarder le trailer. Cette critique a été rédigée de ma part après un deuxième visionnage en moins de 24H. Il n'a fallu que quelques minutes pour que je sois plongé dans le film & qu'il me tienne en haleine jusqu'à la dernière minute. Je ne suis pas historien ni un spécialiste de la seconde guerre mondiale, mais il me semble que les faits historiques et la science ont été globalement respectés sans trop de libertés scénaristiques qui auraient rendre l'œuvre moins authentique. Selon moi, ce film mérite ses 5 étoiles car bien qu'on puisse trouver certains défauts, ce bijou de Christopher Nolan mérite amplement selon moi son statut de Chef-d'œuvre. La première partie arrive à nous plonger pleinement dans le contexte géopolitique et scientifique de l'époque, tout en nous mettant dans une position très peu confortable avec des sentiments partagés. SI je peux trouver un seul défaut dans la première partie, c'est que selon moi Nolan aurait pu un peu plus développer la vie sentimentale du Dr. Oppenheimer 
spoiler: 
avec ses 2 femmes
 qui deviennent au final des personnages très secondaires. Toutefois, j'imagine que Nolan a dû faire des choix parce que le film dure 3 heures et je n'arrive pas à trouver une seule scène qui aurait pu être retirée car elles sont toutes aussi importantes les unes que les autres. La deuxième et dernière critique selon moi que je pourrais trouver à ce film, bien que pour moi cela ne m'ait pas gêner, est le nombre d'informations que l'on reçoit durant tout le film & notamment en deuxième partie. Il y a un nombre importants de personnages principales et secondaires. Par moment, notamment à la fin, on peut être un peu perdu. C'est pour cette raison que ce film mérite un ou plusieurs revisionnages afin de comprendre pleinement le scénario.Je suis également satisfait de la manière dont Christopher Nolan a voulu raconter cette histoire réelle, tout en enlevant cette étiquette de ""super-héros"" que porte depuis quelques décennies les Etats-Unis dans la seconde guerre mondiale. Ce film permet de rappeler que les ""gentils"" n'ont pas toujours été tout blanc. Je conseillerai à ceux qui souhaitent visionner ce film de s'informer un minimum sur l'histoire de la seconde guerre mondiale et notamment de certains noms de scientifiques importants à cette époque là. Si vous y allez sans connaître quoi que ce soit du contexte historique et géopolitique de cette époque (seconde guerre mondiale & guerre froide), vous risquez d'être complètement perdu. Bref, un chef-d'œuvre de plus à rajouter dans la liste des films de Christopher Nolan ainsi que de tous les acteurs qui ont permis de faire vivre cette œuvre."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,0",jean-luc r.,"film très intéressant, on ne s'ennuie pas une seconde, malgré le fait qu'il soit très long.l'acteur qui joue Albert Einstein est très convaincant également."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,5",Dune : Deuxième Partie,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,3",Frères,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,3",Amal - Un esprit libre,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,3",Il reste encore demain,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,3",Une vie,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=43,"4,2",Le Royaume de Kensuke,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"4,5",Iggy bebs,"un grand film détonnant, du grand réalisateur qu est Christopher Nolan, avec un casting eboulisant, du premier rôle aux autres, avec une mention spéciale à Gary oldman méconnaissant dans le rôle du président Truman."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"3,0",Gioléamat,Bon film sans plus ...J'ai passé deux heures à regarder plusieurs fois ma montre ...et bizzarement la dernière heure était la plus interessante du film.Les acteurs sont bons et très bien interprétés .Le son est pour moi un gros défaut...les effets de silence avec reprise de son assourdissant est horrible .Pour moi un des plus mauvais film de Nolan
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"3,0",LaBrute,"Centrer sur la personnalité et la mission confiée au Dr Oppenheimer, c'est bien réalisé et on ressent toute la pression liée à sa position."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"4,0",Sindy D.,"Film intéressant, complexe .. de bons acteurs, des belles images. A revoir pour pouvoir tout saisir"
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"5,0",Evelyne75,"Voilà un film à OSCARS. Extraordinaire mise en scène, scénario, les acteurs sont sublimes. Le pouvoir y est décliné avec tellement de mécanismes à lui seul c'est une bombe ! Depuis le Discours d'un roi et J'accuse j'attendais un film à la hauteur de ces deux longs métrages. Un petit conseil avant de visualiser cet excellent film, renseignez vous sur tous les intervenants de cette réalité"
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"3,0",Golden54,"On est tellement habitué à du très bon avec Nolan qu'on remonte à chaque fois le critère d'excellence. C'est dommage pour cet Oppenheimer qui chez moi en fait les frais. C'est un film techniquement très bon, excellente réalisation, montage qui revigore le film et ne le classe pas parmi les biopic classiques, excellente photo. Niveau scénario c'est très technique, administratif, bureaucrate, politique et scientifique... beaucoup de discussions, beaucoup de contextualisation difficile a aller chercher me concernant, pas totalement en phase de connaissance avec l'époque du maccartysme, les différentes discussions ont pu me perdre par moment. Concernant les personnages, évidemment les acteurs sont bons. Quasiment tous. Le casting est juste énorme meme pour jouer 1min c'est gary Oldman qui s'y colle. Mais clairement les personnages, ils ne sont clairement pas au même niveau. Cillian est excellent forcément, j'avais peur de voir beaucoup de Thomas shelby la dedans et finalement, il est juste excellent et on y pense jamais. Les personnages secondaires sont mal traités. Notamment les personnages féminins. La femme de oppie est une faire valoir et le personnage de Florence pugh ne sert a rien à part se mettre nue. Il y avait peut être moyen de couper tt ca vu que le film dure 3h. Au final je sors de la séance avec un esprit confus et tiède. Mais je sais reconnaître un excellent film, juste il ne me plaît pas particulièrement."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"3,5",ExecuteOrder69,"Vu cet après-midi. C'est un bon film. Le casting est top. J'ai un peu plus de mal avec la 1ère partie jusqu'à 
spoiler: 
l'explosion de la bombe, que j'imaginais plus spectaculaire d'ailleurs 
. Je trouve que le film manque de scènes émouvantes. 3h de film et je n'ai pas eu de souffle coupé, pas de larmichette, pas d'éclats de rires, pas de coeur qui s'emballe. Du côté ça me paraissait un peu long. Le côté un peu torturé d'Oppenheimer, 
spoiler: 
la tentative de le faire passer pour un espion russe
 le jeu d'acteurs, etc, c'est très intéressant. Mais le film ne m'a pas ému. Peut être étais je trop fatigué ? Cela mériterait sans doute un 2ème visionnage."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"1,5",Zaz27,"Impossible de regarder en VF, les dialogues sont inaudibles tant la musique est forte et le doublage des voix anémiques ; je me dirige vers une Vo ST"
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"5,0",Martin J,"Époustouflant ! Je pense que c'est les trois heures de ma vie qui sont passé les plus vite. Encore une fois le film montre qu'il n'est pas nécessaire d'être avec un grand studio pour faire déplacer les foulles, il suffit de s'appeler Christopher Nollan... Le casting est impressionnant, 
spoiler: 
(la performance de Robert Downey Jr. est vraiment incroyable)
 la mise en scene, la photographie mais aussi et surtout la musique envoie ce film deja grandiose dans la liste des meilleurs films de tous les temps. Qui aurrait cru qu'un boipic historique aurrait fait autant d'entrée au box office ? Film a voir et à revoir (si possible en IMAX)."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"2,0",SuperBlastAmar,"J'avoue n'avoir tenu qu'un demie heure, mais c'était suffisant pour reconnaitre tout ce que je n'aime pas chez Nolan : des longs dialogues sans éclat, feintement subtils, sursaturés de clichés grassouillets dans leurs expressions et leurs circonstances. Une demoiselle qui somme le protagoniste de lire ""je suis devenu la mort, destructeur des mondes, bla bla bla..."", exclamation trop ostentatoire ! Le tout enveloppé dans une partition musicale qui insinue la grandeur, trompant l'œil quant à la vacuité cinématographique qui prévaut.Les louanges que suscite cette œuvre m'échappent, insondables. Les gens s'abreuvent-ils à la source d'une prétendue véracité historique ? Se croient-ils initiés à la science ? Ne serait-ce qu'une toile élaborée par un vulgarisateur de la science sur YouTube, dispensant une leçon simpliste, calibrée pour un spectateur du niveau d'un collégien ? Ce que je contemple ne relève point du cinéma, ni n'éprouve-je aucune émotion ; il s'agit là d'un documentaire fiction luxueux, une supercherie bien exécutée."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"2,5",Pierre L,"Entre déception et résignation, le film nous berce dans ce long métrage, fort fort long, ponctué par des flashback et une matrice digne de Nolan qui ici n'a pas vraiment sa place, si ce n'est sa signature qui tourne à l’absurde. De plus en plus déçu par ses films à vrai dire qui manquent cruellement de Science, de bon Sens et de Dynamisme ou plutôt de Dynamite. Le sujet était pourtant on ne peut plus riche, il manque ici cruellement de profondeur au profit d'une mise en scène ""clichetisée"" et ubuesque sur laquelle on s'attarde plutôt que de relever ce qui est réellement intéressant. Les acteurs sont pourtant tous bons, hélas l'amertume persiste, le casting ne suffira pas. Des raccourcis extravagants, une concentration accrue sur des détails superfétatoires dont un Biopic devrait se détourner, la vie sexuelle de R. Oppenheimer, l'influence communiste extrapolée, beaucoup de temps passé sur des sujets qui ne sont pas ceux dont on souhaite explorer les secrets.Ma note demeure moyenne parce que les acteurs sont bons, la mise en scène certes pas de mon goût pour le film en question l'est aussi bien malgré tout. La déception est donc dans le cœur, dans un film qui manque son sujet véritable et dont le réalisateur n'a su traiter."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"5,0",KS41,Que dire un chef d'œuvre historique.Realisation et acteurs et actrices au sommet de leur art.Merite des oscars.
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"0,5",johan s,"Voyage au bout de l'ennui.... il ne se passe rien, réalisation basique 90% du film et pourtant jadore les flims de Nolan.. mais là rien.. du blabla pendant des plombes, inintéressant .. soporifique... du mal à comprendre l'engouement envers ce film si ce n'est le côté historique....il aurait mieux fallu le monter en 1h45 avec plus de dynamisme, ce qui n'aurait pas entravé la perception de la torture psychologique du génie qui invente comment tuer des millions de personnes..."
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"4,5",Dune : Deuxième Partie,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"4,3",Frères,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"4,3",Amal - Un esprit libre,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"4,3",Il reste encore demain,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"4,3",Une vie,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=44,"4,2",Le Royaume de Kensuke,
,https://www.allocine.fr/film/fichefilm-296168/critiques/spectateurs/?page=45,"3,5",alchimissste,"Christopher Nolan n'est jamais là où on l'attend, après m'avoir retourner le cerveau avec TENET, le revoilà de retour avec un Biopic, qui n'est pas ""sexy"" par rapport a l'histoire, mais avec brio il a su rendre le film intéressant.J'ai aimé :- la distribution, Cilian Murphy au top, Matt Damon et robert downey Junior sont méconnaissable et juste dans leurs rôles, et une mention spéciale pour les rôles féminines qui son excellente, même si elles sont dans leurs zone de confort Emily blunt femme fatal, et Florence Pugh en femme délurée et sexy.- la réflexion que pousse le film, le poids de l'histoire,Je n'ai pas aimé :- un peu long, le film aurait pu être intéressant en 2 h 15.Chaque film de Christopher Nolan me donne envie de me renseigner, car il y a toujours un fond scientifique, Interstellar les trous noirs, Tenet l'algorithme de sator, et mon film préféré le prestige sur la magie.Je mets un 12.5/20 au film, car je l'ai trouvé long, et moins poignant que c'est précédent film, mais j'ai apprécié les doutes du personnage, et son cheminement pour créer cette arme, et ensuite ses remords."
